Date,State,Housing Inventory,Construction Costs,Land Availability,Interest Rates,Economic Conditions,Population Growth,Consumer Confidence,Demographic Trends,Location & Amenities,House Price ($),House Area (sqft)
2017-08-06,Michigan,102639,145034,Abundant,5.89,Moderate,1.47,Moderate,Millennial Buyers,"Urban, Good Schools",526954,2208
2017-08-07,Virginia,101213,127724,Abundant,5.75,Weak,0.65,High,Aging Population,"Urban, Good Schools",388503,1556
2017-08-08,Oklahoma,71481,100229,Limited,3.83,Weak,1.44,High,Millennial Buyers,"Urban, Good Schools",442138,2072
2017-08-09,Massachusetts,149518,189117,Abundant,3.74,Weak,1.12,Low,Millennial Buyers,"Urban, Good Schools",484269,2293
2017-08-10,Montana,174087,131468,Abundant,5.84,Weak,1.99,Moderate,Millennial Buyers,"Suburban, Transport",203469,1920
2017-08-11,Utah,113154,138551,Limited,3.19,Weak,1.14,Moderate,Millennial Buyers,"Urban, Good Schools",667096,3996
2017-08-12,Oklahoma,191218,152089,Limited,5.93,Weak,0.89,Moderate,Aging Population,"Urban, Good Schools",424932,2546
2017-08-13,Nebraska,64022,184380,Limited,5.07,Weak,1.91,High,Aging Population,"Suburban, Transport",792681,1568
2017-08-14,Louisiana,122630,104564,Limited,3.01,Strong,1.41,Moderate,Millennial Buyers,"Suburban, Transport",402799,3056
2017-08-15,Wyoming,100587,116110,Abundant,3.15,Strong,1.44,Moderate,Aging Population,"Suburban, Transport",328060,2380
2017-08-16,Rhode Island,110209,163997,Abundant,4.54,Strong,1.31,Low,Millennial Buyers,"Suburban, Transport",696453,1429
2017-08-17,Virginia,95779,135160,Abundant,5.71,Weak,1.92,High,Millennial Buyers,"Urban, Good Schools",416429,2849
2017-08-18,Maryland,176807,135037,Abundant,5.69,Weak,1.62,Moderate,Aging Population,"Urban, Good Schools",677830,1403
2017-08-19,Arkansas,141303,173434,Abundant,3.39,Strong,1.67,High,Millennial Buyers,"Suburban, Transport",379281,1814
2017-08-20,Kansas,190471,170788,Abundant,5.36,Weak,1.09,Moderate,Aging Population,"Suburban, Transport",459433,1972
2017-08-21,New Hampshire,86674,172057,Limited,3.59,Weak,1.68,Low,Aging Population,"Urban, Good Schools",774294,1147
2017-08-22,New Jersey,82954,195297,Abundant,5.27,Weak,1.64,Low,Millennial Buyers,"Suburban, Transport",753375,2415
2017-08-23,Illinois,132027,195092,Limited,3.18,Weak,0.86,High,Aging Population,"Urban, Good Schools",747830,1838
2017-08-24,Oklahoma,164842,125696,Limited,5.98,Weak,1.27,Low,Aging Population,"Suburban, Transport",394251,2844
2017-08-25,New York,187268,193060,Abundant,5.06,Weak,1.54,Low,Aging Population,"Suburban, Transport",815426,3715
2017-08-26,Michigan,194942,187049,Limited,3.93,Weak,1.97,Low,Aging Population,"Urban, Good Schools",625145,2526
2017-08-27,Florida,163545,101756,Abundant,4.1,Strong,1.3,Moderate,Aging Population,"Urban, Good Schools",266422,3745
2017-08-28,Idaho,153733,170265,Abundant,3.28,Strong,1.98,Low,Aging Population,"Urban, Good Schools",217688,3186
2017-08-29,Colorado,187156,131942,Abundant,3.9,Strong,1.36,High,Aging Population,"Urban, Good Schools",567480,1117
2017-08-30,West Virginia,155237,109459,Abundant,4.89,Weak,0.75,High,Aging Population,"Urban, Good Schools",648438,2209
2017-08-31,Massachusetts,185043,138213,Abundant,3.49,Weak,0.62,High,Millennial Buyers,"Urban, Good Schools",697284,1478
2017-09-01,Indiana,138040,184094,Abundant,3.41,Strong,1.93,Low,Aging Population,"Urban, Good Schools",613073,2305
2017-09-02,New Mexico,104023,136105,Abundant,3.04,Moderate,1.3,High,Millennial Buyers,"Suburban, Transport",419630,2751
2017-09-03,Arizona,194126,128644,Abundant,3.91,Weak,0.5,High,Aging Population,"Suburban, Transport",313663,1979
2017-09-04,South Dakota,55048,150129,Abundant,4.29,Weak,1.93,Moderate,Millennial Buyers,"Suburban, Transport",159940,1554
2017-09-05,Arkansas,66799,154232,Limited,3.88,Weak,0.8,Moderate,Millennial Buyers,"Urban, Good Schools",690297,1419
2017-09-06,Florida,181943,186471,Limited,4.53,Moderate,0.9,High,Millennial Buyers,"Suburban, Transport",492699,1962
2017-09-07,Louisiana,126278,196040,Abundant,4.9,Strong,1.63,Moderate,Millennial Buyers,"Urban, Good Schools",685678,3144
2017-09-08,Kansas,149853,121185,Abundant,5.53,Strong,0.61,High,Aging Population,"Suburban, Transport",293892,2804
2017-09-09,New Hampshire,76437,105307,Abundant,5.56,Strong,1.54,Low,Millennial Buyers,"Suburban, Transport",568602,1381
2017-09-10,Kansas,52850,102137,Limited,5.15,Moderate,0.86,High,Millennial Buyers,"Suburban, Transport",572034,3996
2017-09-11,Wisconsin,141249,163750,Abundant,4.79,Strong,1.84,Low,Aging Population,"Suburban, Transport",585145,2678
2017-09-12,Ohio,85007,117715,Limited,4.13,Strong,1.04,Moderate,Aging Population,"Urban, Good Schools",676250,3756
2017-09-13,West Virginia,176086,167701,Limited,3.7,Moderate,1.44,High,Millennial Buyers,"Urban, Good Schools",528949,1139
2017-09-14,Delaware,151605,129423,Abundant,3.91,Weak,1.94,High,Millennial Buyers,"Urban, Good Schools",382621,2706
2017-09-15,Colorado,111028,109473,Limited,4.7,Weak,1.12,Low,Aging Population,"Urban, Good Schools",236628,3144
2017-09-16,Arizona,128468,152288,Abundant,5.78,Moderate,1.98,High,Aging Population,"Suburban, Transport",174657,2424
2017-09-17,Kansas,177160,199428,Abundant,5.84,Weak,1.33,High,Aging Population,"Urban, Good Schools",532120,1779
2017-09-18,New Mexico,189019,194903,Abundant,4.24,Strong,1.73,Moderate,Aging Population,"Suburban, Transport",307446,1644
2017-09-19,Mississippi,167863,177221,Limited,5.28,Weak,1.62,High,Aging Population,"Urban, Good Schools",284930,3119
2017-09-20,Oregon,197276,112713,Limited,5.22,Weak,0.71,High,Aging Population,"Suburban, Transport",292993,3626
2017-09-21,Michigan,68936,133221,Abundant,5.03,Weak,1.37,Moderate,Aging Population,"Suburban, Transport",623914,1694
2017-09-22,Minnesota,168027,161331,Abundant,5.06,Strong,1.04,High,Millennial Buyers,"Urban, Good Schools",214964,2043
2017-09-23,Maryland,64009,108549,Limited,4.55,Weak,1.44,Low,Millennial Buyers,"Suburban, Transport",255731,2517
2017-09-24,Kentucky,108610,161534,Abundant,5.79,Strong,1.69,Moderate,Millennial Buyers,"Suburban, Transport",449357,2638
2017-09-25,Virginia,157384,195244,Abundant,4.07,Moderate,1.99,High,Millennial Buyers,"Urban, Good Schools",319422,3610
2017-09-26,Florida,126006,198360,Limited,5.79,Weak,1.88,High,Aging Population,"Suburban, Transport",703888,2117
2017-09-27,Kansas,143652,147850,Abundant,3.42,Weak,0.89,Low,Millennial Buyers,"Urban, Good Schools",610681,3265
2017-09-28,Ohio,73897,183758,Abundant,3.95,Weak,1.63,Moderate,Millennial Buyers,"Suburban, Transport",477565,3594
2017-09-29,Maine,112277,123609,Abundant,3.19,Weak,1.39,Low,Aging Population,"Urban, Good Schools",253900,1268
2017-09-30,Michigan,114994,146607,Limited,3.45,Weak,1.16,High,Aging Population,"Urban, Good Schools",493019,2266
2017-10-01,Colorado,95410,120083,Limited,5.51,Weak,1.46,Moderate,Millennial Buyers,"Suburban, Transport",464635,3933
2017-10-02,Nevada,106088,125768,Abundant,4.58,Weak,1.87,Low,Aging Population,"Suburban, Transport",763153,1519
2017-10-03,Maine,94677,114405,Limited,3.27,Moderate,0.57,High,Aging Population,"Suburban, Transport",386558,2661
2017-10-04,Alabama,128538,123573,Abundant,4.43,Weak,1.6,Low,Aging Population,"Suburban, Transport",376452,2777
2017-10-05,Alaska,130735,158290,Limited,3.45,Strong,1.59,Moderate,Aging Population,"Suburban, Transport",444928,2062
2017-10-06,Louisiana,117932,123656,Abundant,4.72,Strong,1.98,Moderate,Aging Population,"Urban, Good Schools",520286,1287
2017-10-07,New Jersey,104708,181658,Limited,5.7,Weak,1.32,High,Millennial Buyers,"Urban, Good Schools",452111,1811
2017-10-08,West Virginia,82952,124767,Abundant,5.26,Weak,0.73,High,Millennial Buyers,"Suburban, Transport",214120,1109
2017-10-09,Minnesota,62735,114558,Abundant,4.67,Moderate,1.61,High,Aging Population,"Suburban, Transport",384975,4000
2017-10-10,Massachusetts,90952,101721,Abundant,5.32,Moderate,0.88,Low,Aging Population,"Suburban, Transport",615101,3101
2017-10-11,Kansas,82965,157288,Abundant,3.05,Moderate,0.83,Moderate,Millennial Buyers,"Suburban, Transport",388185,3384
2017-10-12,Louisiana,130811,151471,Limited,5.14,Weak,1.22,Low,Millennial Buyers,"Suburban, Transport",732204,1364
2017-10-13,Massachusetts,168014,162845,Abundant,3.83,Strong,1.15,High,Millennial Buyers,"Suburban, Transport",564914,1230
2017-10-14,Kansas,98638,198748,Abundant,4.28,Weak,1.56,Moderate,Aging Population,"Suburban, Transport",163307,1696
2017-10-15,Florida,107646,195018,Abundant,5.14,Weak,1.77,Moderate,Millennial Buyers,"Urban, Good Schools",613047,2577
2017-10-16,Alabama,78690,116881,Abundant,6.0,Strong,0.66,Moderate,Millennial Buyers,"Urban, Good Schools",331563,1941
2017-10-17,New Hampshire,154186,179095,Limited,5.51,Strong,1.06,High,Millennial Buyers,"Urban, Good Schools",562636,1662
2017-10-18,New Mexico,109036,147706,Limited,5.1,Moderate,1.03,Moderate,Millennial Buyers,"Urban, Good Schools",322504,3684
2017-10-19,Minnesota,117403,142323,Abundant,3.9,Moderate,0.53,High,Aging Population,"Urban, Good Schools",602782,1119
2017-10-20,Alabama,101120,197975,Abundant,5.92,Moderate,1.14,Low,Millennial Buyers,"Urban, Good Schools",449781,3594
2017-10-21,Kentucky,76700,151147,Abundant,5.46,Strong,1.19,Moderate,Aging Population,"Suburban, Transport",436096,1475
2017-10-22,Iowa,112201,100107,Limited,3.27,Strong,0.7,Moderate,Millennial Buyers,"Suburban, Transport",394547,3808
2017-10-23,North Carolina,175152,122613,Limited,3.39,Strong,0.99,Moderate,Millennial Buyers,"Urban, Good Schools",442766,2386
2017-10-24,West Virginia,144114,166406,Limited,4.08,Moderate,0.93,Low,Millennial Buyers,"Suburban, Transport",396839,2086
2017-10-25,South Dakota,187946,134520,Abundant,5.23,Strong,0.73,High,Millennial Buyers,"Urban, Good Schools",571437,1791
2017-10-26,Vermont,69667,175270,Limited,3.15,Moderate,1.37,High,Aging Population,"Suburban, Transport",553456,2633
2017-10-27,Missouri,121686,173837,Limited,5.68,Weak,1.78,Low,Millennial Buyers,"Urban, Good Schools",422112,2549
2017-10-28,Arkansas,157739,169564,Limited,4.19,Strong,1.78,Low,Millennial Buyers,"Urban, Good Schools",302929,1146
2017-10-29,Rhode Island,88076,116257,Limited,5.98,Weak,1.18,High,Millennial Buyers,"Urban, Good Schools",396290,3319
2017-10-30,West Virginia,146066,190856,Abundant,4.48,Weak,1.37,Moderate,Millennial Buyers,"Suburban, Transport",455166,1473
2017-10-31,Indiana,187359,107987,Limited,5.24,Weak,1.18,Low,Aging Population,"Suburban, Transport",320326,3826
2017-11-01,Indiana,136947,192558,Limited,4.58,Moderate,1.49,Moderate,Aging Population,"Suburban, Transport",523059,3355
2017-11-02,Texas,159973,193002,Abundant,3.68,Moderate,0.87,Moderate,Millennial Buyers,"Suburban, Transport",610233,2521
2017-11-03,South Dakota,95660,182703,Limited,3.16,Strong,1.96,High,Aging Population,"Suburban, Transport",699292,2007
2017-11-04,Florida,136906,169157,Limited,5.43,Weak,0.95,Moderate,Aging Population,"Urban, Good Schools",330476,1424
2017-11-05,Virginia,162649,117166,Limited,3.95,Moderate,1.39,Moderate,Millennial Buyers,"Suburban, Transport",384536,2510
2017-11-06,Washington,156517,194801,Abundant,5.31,Strong,1.89,Low,Aging Population,"Suburban, Transport",591126,2815
2017-11-07,Alaska,100082,181237,Limited,5.95,Moderate,1.95,Moderate,Aging Population,"Suburban, Transport",227799,3719
2017-11-08,Rhode Island,111348,156266,Abundant,3.88,Strong,1.01,High,Millennial Buyers,"Suburban, Transport",180559,2242
2017-11-09,Maine,76209,170514,Abundant,3.34,Moderate,1.44,Moderate,Aging Population,"Urban, Good Schools",623527,3764
2017-11-10,Montana,72015,171322,Abundant,5.11,Moderate,1.63,Low,Millennial Buyers,"Suburban, Transport",267953,2060
2017-11-11,North Carolina,116144,125234,Limited,5.56,Moderate,1.37,High,Millennial Buyers,"Suburban, Transport",418354,2807
2017-11-12,New Hampshire,59280,104910,Abundant,3.87,Weak,0.62,High,Aging Population,"Urban, Good Schools",480770,2470
2017-11-13,Tennessee,121597,184676,Abundant,5.26,Moderate,0.89,Moderate,Millennial Buyers,"Suburban, Transport",629400,2036
2017-11-14,Mississippi,142415,144238,Limited,5.76,Moderate,0.92,Moderate,Aging Population,"Suburban, Transport",368069,3478
2017-11-15,Vermont,160860,183673,Limited,5.69,Moderate,0.94,Moderate,Aging Population,"Urban, Good Schools",630534,1403
2017-11-16,West Virginia,193073,116600,Abundant,4.77,Strong,1.08,Moderate,Aging Population,"Urban, Good Schools",446214,1360
2017-11-17,Alaska,61851,125849,Limited,3.11,Strong,0.58,Low,Aging Population,"Urban, Good Schools",157302,1767
2017-11-18,Tennessee,92562,113127,Abundant,5.94,Moderate,1.14,Moderate,Millennial Buyers,"Urban, Good Schools",776986,3657
2017-11-19,Georgia,148213,147800,Abundant,4.19,Weak,0.63,Moderate,Millennial Buyers,"Urban, Good Schools",475949,1002
2017-11-20,Vermont,63213,106065,Abundant,4.81,Weak,1.92,Moderate,Millennial Buyers,"Urban, Good Schools",718444,3140
2017-11-21,California,157917,117461,Limited,3.7,Moderate,1.41,Low,Millennial Buyers,"Suburban, Transport",1160126,3998
2017-11-22,North Carolina,156132,126585,Limited,4.11,Strong,1.11,Moderate,Aging Population,"Urban, Good Schools",459612,3898
2017-11-23,New Jersey,159226,144421,Abundant,5.78,Strong,1.4,Low,Millennial Buyers,"Suburban, Transport",580737,1772
2017-11-24,Kansas,83715,104756,Limited,3.75,Moderate,1.36,Moderate,Aging Population,"Suburban, Transport",497388,3596
2017-11-25,Kansas,156088,174911,Limited,5.83,Weak,1.92,Moderate,Aging Population,"Suburban, Transport",159357,1067
2017-11-26,Montana,75359,155070,Abundant,4.32,Moderate,0.85,Low,Aging Population,"Suburban, Transport",157937,3906
2017-11-27,Florida,111628,160983,Abundant,5.3,Strong,1.02,Moderate,Aging Population,"Urban, Good Schools",192124,3353
2017-11-28,Florida,84694,195684,Abundant,3.94,Strong,0.93,Low,Millennial Buyers,"Suburban, Transport",504978,3913
2017-11-29,Florida,104916,139276,Abundant,4.8,Moderate,1.41,Low,Aging Population,"Suburban, Transport",517155,2872
2017-11-30,New Mexico,169176,175158,Abundant,5.86,Moderate,1.56,Low,Aging Population,"Urban, Good Schools",686357,2634
2017-12-01,Connecticut,93828,152711,Limited,5.86,Moderate,1.85,Moderate,Millennial Buyers,"Urban, Good Schools",739008,1273
2017-12-02,Texas,162429,106527,Abundant,4.07,Moderate,1.09,High,Millennial Buyers,"Urban, Good Schools",318029,1110
2017-12-03,Missouri,153583,162701,Abundant,4.99,Weak,0.81,Moderate,Millennial Buyers,"Urban, Good Schools",652685,3867
2017-12-04,Massachusetts,112244,168559,Abundant,4.51,Strong,1.97,High,Aging Population,"Urban, Good Schools",631039,2242
2017-12-05,Colorado,62053,139024,Abundant,3.19,Weak,1.1,Low,Millennial Buyers,"Urban, Good Schools",311210,3047
2017-12-06,Arkansas,55872,102321,Abundant,3.6,Strong,0.55,Moderate,Millennial Buyers,"Urban, Good Schools",152503,1755
2017-12-07,Washington,109868,132092,Limited,4.44,Strong,1.25,Low,Millennial Buyers,"Urban, Good Schools",689851,1031
2017-12-08,Tennessee,51595,177240,Abundant,3.61,Weak,1.76,Moderate,Aging Population,"Suburban, Transport",197766,2414
2017-12-09,Hawaii,100185,116180,Limited,4.43,Weak,1.02,High,Millennial Buyers,"Urban, Good Schools",436298,2191
2017-12-10,Maine,92062,187323,Abundant,4.88,Strong,1.32,Moderate,Aging Population,"Suburban, Transport",730676,3012
2017-12-11,Indiana,121059,163828,Abundant,3.79,Weak,1.78,Moderate,Millennial Buyers,"Urban, Good Schools",677978,2437
2017-12-12,Connecticut,95558,198960,Limited,3.25,Weak,0.83,High,Millennial Buyers,"Suburban, Transport",645357,2286
2017-12-13,Maine,116600,185421,Abundant,3.98,Weak,0.75,Moderate,Millennial Buyers,"Urban, Good Schools",178145,1348
2017-12-14,Vermont,130844,122728,Abundant,5.99,Strong,1.61,Low,Millennial Buyers,"Urban, Good Schools",778388,1565
2017-12-15,Indiana,74735,139217,Limited,4.28,Moderate,1.37,Moderate,Millennial Buyers,"Suburban, Transport",577709,2114
2017-12-16,Wisconsin,188403,130452,Limited,5.17,Strong,1.47,High,Aging Population,"Suburban, Transport",750996,2211
2017-12-17,Minnesota,143040,185882,Limited,4.06,Moderate,1.8,Moderate,Aging Population,"Suburban, Transport",552637,1101
2017-12-18,Vermont,53540,133814,Abundant,4.42,Moderate,0.75,Moderate,Millennial Buyers,"Suburban, Transport",460038,2172
2017-12-19,Georgia,59348,176018,Abundant,4.87,Weak,1.33,Low,Aging Population,"Urban, Good Schools",741991,1078
2017-12-20,Pennsylvania,193121,101674,Abundant,3.24,Strong,1.11,Moderate,Aging Population,"Suburban, Transport",780001,1192
2017-12-21,New York,130642,124076,Limited,3.42,Weak,1.91,High,Millennial Buyers,"Urban, Good Schools",1742202,2303
2017-12-22,South Carolina,62449,199881,Limited,3.84,Strong,1.35,Moderate,Millennial Buyers,"Urban, Good Schools",630939,1310
2017-12-23,Connecticut,116757,105854,Abundant,5.81,Moderate,0.54,High,Aging Population,"Urban, Good Schools",608122,2389
2017-12-24,New York,61919,126888,Abundant,5.9,Moderate,0.64,High,Millennial Buyers,"Urban, Good Schools",1118258,1999
2017-12-25,New Mexico,50901,167335,Abundant,4.04,Moderate,1.79,Low,Aging Population,"Suburban, Transport",228678,2277
2017-12-26,Mississippi,167860,184793,Abundant,3.23,Weak,1.0,High,Millennial Buyers,"Suburban, Transport",428752,1814
2017-12-27,Nebraska,163815,160974,Limited,4.04,Moderate,1.69,High,Millennial Buyers,"Urban, Good Schools",336582,3736
2017-12-28,South Carolina,164775,188214,Abundant,4.9,Moderate,1.51,High,Aging Population,"Urban, Good Schools",358915,2404
2017-12-29,Indiana,76648,142244,Abundant,4.78,Weak,1.96,High,Millennial Buyers,"Suburban, Transport",393175,1190
2017-12-30,Texas,139230,179319,Abundant,3.36,Strong,1.87,Moderate,Aging Population,"Suburban, Transport",579507,2214
2017-12-31,Connecticut,62852,125982,Abundant,4.37,Moderate,1.43,Low,Millennial Buyers,"Suburban, Transport",467351,3233
2018-01-01,Pennsylvania,78462,126416,Limited,5.95,Strong,1.19,Low,Aging Population,"Suburban, Transport",185001,1888
2018-01-02,Rhode Island,66922,103887,Abundant,3.33,Weak,1.54,Moderate,Aging Population,"Suburban, Transport",441132,1185
2018-01-03,Oregon,157022,172372,Abundant,3.3,Moderate,1.52,Low,Millennial Buyers,"Suburban, Transport",762674,3246
2018-01-04,Tennessee,192214,136533,Limited,5.11,Weak,0.62,High,Millennial Buyers,"Urban, Good Schools",293955,1974
2018-01-05,Idaho,182415,128820,Limited,4.16,Weak,1.18,High,Millennial Buyers,"Suburban, Transport",447594,2022
2018-01-06,West Virginia,111224,174574,Abundant,4.97,Weak,1.95,Low,Aging Population,"Suburban, Transport",289736,3320
2018-01-07,Indiana,177792,183673,Abundant,5.39,Weak,0.97,Moderate,Millennial Buyers,"Suburban, Transport",400879,2040
2018-01-08,Vermont,162497,158237,Limited,4.46,Strong,0.87,Low,Aging Population,"Urban, Good Schools",291344,1514
2018-01-09,California,70577,131195,Abundant,5.17,Strong,0.58,High,Aging Population,"Urban, Good Schools",929266,3457
2018-01-10,Mississippi,55324,148058,Abundant,3.28,Moderate,1.92,High,Millennial Buyers,"Urban, Good Schools",571983,2009
2018-01-11,Delaware,132569,189345,Abundant,5.14,Weak,1.56,Moderate,Aging Population,"Urban, Good Schools",423392,1509
2018-01-12,Virginia,174102,176899,Limited,5.43,Weak,1.7,Moderate,Aging Population,"Urban, Good Schools",243612,2757
2018-01-13,Washington,153527,164213,Abundant,3.36,Moderate,0.69,Moderate,Millennial Buyers,"Urban, Good Schools",726342,1081
2018-01-14,Washington,60505,176231,Limited,5.34,Moderate,1.98,Low,Millennial Buyers,"Suburban, Transport",178637,2955
2018-01-15,Colorado,100154,114356,Limited,3.83,Strong,1.29,High,Millennial Buyers,"Suburban, Transport",349731,2123
