Date,State,Housing_Inventory,Construction_Costs,Land_Availability,Interest_Rates,Economic_Conditions,Population_Growth,Consumer_Confidence,Demographic_Trends,House_Price_($),House_Area_(sqft),Location,Amenities
2012-08-26,Vermont,176357,104435,Limited,3.18,Moderate,1.72,High,Millennial Buyers,729681,3252,Urban,Good Schools
2018-07-24,Alabama,126801,157647,Limited,5.32,Moderate,1.84,Moderate,Aging Population,317629,1442,Urban,Good Schools
2020-09-25,New Hampshire,114919,155500,Abundant,4.6,Moderate,1.66,Low,Millennial Buyers,739932,3075,Urban,Good Schools
2018-09-02,Michigan,96486,156410,Abundant,4.99,Moderate,0.99,Low,Aging Population,304804,1792,Urban,Good Schools
2019-08-21,Maryland,66631,125418,Abundant,4.93,Strong,1.07,High,Aging Population,557253,3067,Urban,Good Schools
2011-09-12,Pennsylvania,90649,172354,Abundant,3.81,Strong,0.83,Low,Aging Population,362891,1900,Suburban,Transport
2019-03-01,Virginia,55091,124452,Abundant,5.87,Moderate,1.43,Low,Aging Population,714577,2972,Urban,Good Schools
2014-10-09,Oregon,152948,195767,Limited,4.31,Weak,0.74,High,Millennial Buyers,333114,3490,Urban,Good Schools
2013-10-22,North Dakota,155211,157638,Limited,5.88,Strong,0.94,Moderate,Aging Population,502337,3205,Urban,Good Schools
2021-02-02,Missouri,103433,196107,Limited,3.39,Strong,0.63,High,Millennial Buyers,268297,3483,Urban,Good Schools
2015-01-22,Utah,191201,143689,Limited,5.07,Weak,1.15,Low,Millennial Buyers,517541,2942,Suburban,Transport
2014-04-29,Maine,117837,148174,Limited,5.31,Strong,1.63,Moderate,Millennial Buyers,509428,2209,Suburban,Transport
2014-07-14,West Virginia,154804,111126,Limited,5.98,Strong,1.79,Moderate,Millennial Buyers,298534,3646,Suburban,Transport
2016-06-10,Massachusetts,172104,170922,Limited,5.61,Moderate,1.75,High,Millennial Buyers,770861,3553,Urban,Good Schools
2016-01-22,Arizona,134923,199577,Abundant,5.47,Strong,0.7,High,Millennial Buyers,496367,2325,Suburban,Transport
2015-07-14,North Dakota,155617,169052,Limited,3.09,Moderate,1.78,High,Aging Population,365244,2940,Urban,Good Schools
2023-08-13,New Hampshire,198461,101824,Limited,5.26,Moderate,1.92,Moderate,Aging Population,347152,3474,Urban,Good Schools
2015-05-11,Vermont,160470,121954,Limited,4.3,Moderate,1.23,Low,Aging Population,378099,1828,Suburban,Transport
2013-07-31,Wyoming,169614,124781,Abundant,5.27,Weak,0.96,Low,Aging Population,243782,3903,Urban,Good Schools
2015-06-27,New Hampshire,150855,136904,Limited,3.71,Weak,1.53,High,Millennial Buyers,458623,3103,Urban,Good Schools
2022-03-14,Delaware,98802,139137,Abundant,3.94,Moderate,1.6,Moderate,Millennial Buyers,289135,1866,Urban,Good Schools
2011-07-30,Maine,107718,110326,Limited,3.83,Moderate,1.29,Moderate,Aging Population,177680,2903,Suburban,Transport
2021-03-13,Missouri,176393,142232,Abundant,5.45,Moderate,1.7,Low,Millennial Buyers,329415,2369,Urban,Good Schools
2021-10-29,Mississippi,181321,164364,Limited,4.68,Strong,1.42,High,Millennial Buyers,390948,2775,Urban,Good Schools
2022-02-23,Pennsylvania,88491,134927,Limited,4.32,Moderate,1.98,Low,Millennial Buyers,158004,3441,Urban,Good Schools
2014-09-03,Vermont,147943,170850,Limited,4.86,Strong,1.57,Moderate,Aging Population,759356,1106,Suburban,Transport
2020-03-31,Louisiana,157673,153383,Limited,3.53,Strong,1.14,Moderate,Aging Population,657090,3463,Urban,Good Schools
2019-07-03,Colorado,59685,105463,Abundant,4.08,Moderate,0.58,High,Aging Population,611883,1419,Urban,Good Schools
2013-07-04,Texas,76268,112778,Limited,4.85,Strong,1.78,High,Aging Population,353180,2635,Suburban,Transport
2012-05-11,Utah,92790,162495,Limited,4.09,Strong,0.64,Low,Aging Population,471815,1978,Urban,Good Schools
2021-05-08,Arkansas,140398,142633,Abundant,3.65,Weak,0.81,Low,Millennial Buyers,167678,2673,Urban,Good Schools
2014-12-07,Nevada,91603,139275,Abundant,4.94,Moderate,1.08,Low,Millennial Buyers,185329,2550,Suburban,Transport
2014-06-17,Maryland,169916,103398,Limited,4.8,Moderate,0.53,Moderate,Millennial Buyers,452553,2609,Urban,Good Schools
2015-06-17,Illinois,196079,189990,Abundant,5.38,Moderate,1.18,High,Millennial Buyers,362500,1476,Suburban,Transport
2017-03-24,Maine,63767,105525,Limited,3.32,Weak,0.86,Low,Aging Population,435422,2474,Suburban,Transport
2010-09-27,Delaware,89375,108391,Limited,3.19,Weak,1.7,High,Aging Population,485530,1247,Suburban,Transport
2011-09-22,Kansas,154840,103157,Limited,5.46,Weak,1.66,High,Millennial Buyers,198147,3291,Urban,Good Schools
2018-06-09,Vermont,138308,104447,Limited,5.63,Weak,1.02,Low,Aging Population,448331,1312,Suburban,Transport
2016-05-23,Massachusetts,140024,193600,Abundant,3.01,Strong,1.04,Moderate,Aging Population,649948,3604,Suburban,Transport
2018-02-14,Georgia,186411,171878,Abundant,3.62,Weak,1.84,Moderate,Aging Population,684747,3779,Suburban,Transport
2010-10-28,Ohio,130759,165736,Limited,5.74,Strong,1.49,Moderate,Aging Population,478157,1547,Suburban,Transport
2011-04-05,Nebraska,162343,196371,Abundant,4.44,Weak,0.64,High,Aging Population,298017,1937,Urban,Good Schools
2013-12-18,Minnesota,73569,138033,Limited,3.08,Strong,0.55,Low,Millennial Buyers,532107,2377,Urban,Good Schools
2014-01-12,Oklahoma,184937,193232,Abundant,5.44,Weak,1.9,Moderate,Aging Population,700649,2234,Urban,Good Schools
2015-08-09,Oklahoma,191398,178410,Abundant,5.98,Weak,0.66,Low,Millennial Buyers,297196,2946,Urban,Good Schools
2021-07-30,Alaska,130949,142197,Limited,5.03,Moderate,1.7,Low,Millennial Buyers,792922,3919,Urban,Good Schools
2020-04-22,Delaware,154826,136902,Limited,4.89,Weak,1.22,Low,Aging Population,344294,1293,Urban,Good Schools
2015-10-15,Nebraska,129775,159076,Abundant,3.46,Moderate,0.93,High,Millennial Buyers,541723,1638,Suburban,Transport
2010-01-28,Arkansas,177380,197293,Abundant,4.19,Strong,1.59,Low,Millennial Buyers,572800,2263,Suburban,Transport
2020-07-06,South Carolina,67415,135823,Limited,4.05,Weak,1.23,Moderate,Aging Population,380932,3973,Urban,Good Schools
2022-05-20,Ohio,132613,129034,Limited,3.91,Moderate,1.77,Moderate,Millennial Buyers,592853,1563,Suburban,Transport
2012-04-17,Maine,141719,164829,Limited,5.26,Weak,1.8,Moderate,Aging Population,168506,1638,Urban,Good Schools
2020-06-23,Ohio,126562,161120,Abundant,4.79,Weak,0.67,Moderate,Millennial Buyers,494712,3751,Suburban,Transport
2015-07-02,Alabama,149595,116880,Limited,3.19,Strong,0.77,Moderate,Millennial Buyers,739714,2666,Suburban,Transport
2023-06-09,North Carolina,85203,121173,Abundant,3.97,Strong,1.86,High,Aging Population,348036,2425,Suburban,Transport
2011-05-19,Louisiana,101214,126126,Limited,3.79,Moderate,1.1,Moderate,Millennial Buyers,698666,2105,Suburban,Transport
2018-10-12,North Dakota,91501,134324,Abundant,4.71,Moderate,1.84,High,Millennial Buyers,799522,1194,Urban,Good Schools
2021-10-14,Iowa,161977,170182,Limited,5.44,Strong,1.48,High,Millennial Buyers,225864,3093,Urban,Good Schools
2011-01-16,Illinois,169445,162081,Abundant,5.92,Weak,0.82,Moderate,Millennial Buyers,478092,2782,Suburban,Transport
2015-01-26,Colorado,144568,147704,Abundant,3.57,Strong,1.32,Low,Millennial Buyers,303795,3766,Suburban,Transport
2014-03-06,New Jersey,179878,142064,Abundant,3.06,Moderate,1.28,Moderate,Millennial Buyers,183041,1074,Urban,Good Schools
2016-06-23,Illinois,197886,100467,Limited,5.09,Moderate,1.16,Low,Aging Population,304076,1897,Suburban,Transport
2021-05-10,Louisiana,119113,109014,Abundant,3.22,Moderate,1.7,Low,Aging Population,629076,1956,Urban,Good Schools
2018-05-11,Nebraska,63604,185548,Abundant,5.07,Moderate,0.56,High,Aging Population,792416,2992,Suburban,Transport
2017-11-24,Florida,104053,161883,Abundant,5.24,Moderate,0.6,Low,Millennial Buyers,654864,3724,Suburban,Transport
2016-05-29,Ohio,184544,106378,Abundant,3.78,Weak,1.97,High,Aging Population,228111,1354,Suburban,Transport
2011-01-10,Nevada,172948,161758,Limited,4.76,Strong,1.35,Low,Aging Population,364921,1128,Suburban,Transport
2018-12-05,Wisconsin,137482,107646,Limited,4.86,Moderate,1.86,High,Aging Population,695854,2862,Suburban,Transport
2016-07-09,Mississippi,151310,137451,Abundant,3.47,Moderate,0.69,Low,Millennial Buyers,460972,3305,Suburban,Transport
2021-10-19,Maine,113533,120046,Limited,4.31,Weak,0.59,Low,Aging Population,528859,3087,Urban,Good Schools
2012-07-28,Arkansas,168420,168387,Abundant,4.19,Strong,1.75,Moderate,Aging Population,347991,3859,Suburban,Transport
2021-06-30,Louisiana,183959,121472,Limited,5.73,Weak,1.21,High,Aging Population,676216,2160,Urban,Good Schools
2021-05-28,Vermont,177870,195309,Abundant,3.44,Weak,0.5,High,Aging Population,721806,3124,Suburban,Transport
2017-08-31,New Jersey,157267,163799,Abundant,5.47,Weak,1.73,High,Aging Population,704451,3917,Suburban,Transport
2015-11-18,Louisiana,169310,189384,Limited,4.22,Weak,0.9,Low,Millennial Buyers,222531,1117,Urban,Good Schools
2020-06-14,Florida,166053,104601,Limited,4.71,Moderate,1.51,Low,Aging Population,347475,2144,Urban,Good Schools
2022-06-07,Florida,164097,110911,Abundant,4.49,Weak,0.53,Low,Millennial Buyers,151656,2971,Suburban,Transport
2021-07-18,Nebraska,139115,196090,Abundant,3.56,Moderate,0.99,Low,Millennial Buyers,768148,2620,Suburban,Transport
2015-08-31,Montana,172067,139361,Limited,4.16,Weak,1.54,Moderate,Aging Population,260602,1000,Urban,Good Schools
2011-06-14,Rhode Island,191177,148682,Abundant,3.77,Weak,0.83,High,Aging Population,716803,2854,Urban,Good Schools
2022-08-10,New Mexico,165676,164048,Abundant,5.11,Moderate,1.37,Moderate,Aging Population,615813,3733,Urban,Good Schools
2011-09-29,Indiana,111129,137996,Limited,4.56,Weak,0.92,Low,Millennial Buyers,172738,3299,Urban,Good Schools
2013-06-23,Nevada,175578,139114,Limited,4.38,Moderate,0.63,High,Aging Population,481235,3819,Suburban,Transport
2010-07-05,Iowa,187180,191910,Limited,4.1,Moderate,1.36,High,Millennial Buyers,345976,1249,Urban,Good Schools
2021-11-28,Utah,140999,198108,Limited,4.9,Strong,1.0,Moderate,Aging Population,312251,1148,Suburban,Transport
2018-09-15,New York,147195,184832,Limited,5.84,Moderate,0.95,High,Aging Population,1225958,3987,Suburban,Transport
2019-06-17,Vermont,78135,110234,Limited,4.94,Weak,0.74,Moderate,Millennial Buyers,514455,1327,Suburban,Transport
2014-12-03,Tennessee,124068,100320,Abundant,5.83,Weak,1.29,Moderate,Millennial Buyers,205912,2011,Suburban,Transport
2018-02-27,Florida,109090,140418,Limited,3.61,Strong,1.02,High,Aging Population,172192,1814,Urban,Good Schools
2013-12-12,New York,158390,138219,Limited,5.93,Moderate,1.28,Moderate,Millennial Buyers,551666,1114,Urban,Good Schools
2019-05-21,Connecticut,82510,189249,Limited,4.9,Weak,0.52,Low,Millennial Buyers,582859,3727,Suburban,Transport
2023-05-07,Tennessee,167206,138729,Limited,4.29,Weak,1.49,Low,Millennial Buyers,510676,1137,Suburban,Transport
2014-03-16,Vermont,90597,152388,Abundant,4.02,Moderate,1.66,Moderate,Millennial Buyers,453739,2962,Urban,Good Schools
2019-06-06,Missouri,89640,119110,Limited,5.88,Strong,1.76,High,Millennial Buyers,198220,2330,Urban,Good Schools
2013-06-27,Delaware,139277,198151,Limited,3.82,Strong,1.18,Moderate,Millennial Buyers,755581,1018,Urban,Good Schools
2016-10-03,Virginia,103084,116968,Limited,5.15,Weak,1.89,Low,Aging Population,721134,1787,Urban,Good Schools
2011-08-31,Alaska,141547,113330,Limited,5.93,Moderate,1.1,Moderate,Aging Population,525751,2639,Urban,Good Schools
2019-08-15,Missouri,76146,115780,Limited,4.14,Weak,1.64,Moderate,Millennial Buyers,353227,1087,Urban,Good Schools
2014-09-09,Colorado,140674,163211,Abundant,3.87,Strong,1.93,Moderate,Aging Population,572799,1235,Suburban,Transport
2016-01-09,Indiana,189644,166913,Limited,4.04,Strong,1.95,Low,Millennial Buyers,308838,1207,Suburban,Transport
2012-08-13,Georgia,159473,136870,Abundant,4.0,Weak,1.34,Moderate,Millennial Buyers,300730,1392,Suburban,Transport
2017-01-23,Tennessee,97969,150198,Limited,3.4,Moderate,1.11,Moderate,Aging Population,281591,2527,Suburban,Transport
2020-09-02,Georgia,98059,182930,Limited,5.58,Moderate,0.99,Low,Millennial Buyers,543392,3588,Suburban,Transport
2022-02-12,Ohio,158576,179786,Abundant,5.06,Moderate,1.31,High,Millennial Buyers,285343,2852,Suburban,Transport
2019-04-04,Rhode Island,75792,160188,Abundant,5.24,Strong,1.99,High,Millennial Buyers,176883,3289,Urban,Good Schools
2020-02-03,Alabama,145818,121098,Limited,3.54,Strong,1.49,High,Millennial Buyers,565998,2147,Urban,Good Schools
2011-02-08,North Carolina,72227,177139,Limited,5.17,Strong,0.63,Low,Millennial Buyers,377628,1445,Suburban,Transport
2015-09-03,Louisiana,72897,148915,Abundant,4.24,Strong,1.18,Moderate,Aging Population,424658,3816,Urban,Good Schools
2023-01-08,Connecticut,169124,140415,Limited,5.52,Strong,1.25,Moderate,Millennial Buyers,470167,2390,Suburban,Transport
2015-06-01,Virginia,88538,159600,Limited,5.14,Moderate,1.23,Moderate,Millennial Buyers,262782,2202,Suburban,Transport
2010-06-08,Tennessee,148565,194409,Limited,4.15,Moderate,1.89,Low,Millennial Buyers,777357,3109,Suburban,Transport
2014-10-15,Indiana,179290,195214,Limited,5.95,Strong,0.96,High,Millennial Buyers,305041,1563,Suburban,Transport
2017-12-19,Connecticut,96582,153033,Abundant,5.25,Strong,0.91,High,Aging Population,365083,1422,Urban,Good Schools
2019-09-05,Idaho,147978,171649,Limited,3.98,Moderate,1.28,Moderate,Aging Population,489351,1263,Urban,Good Schools
2012-06-21,Colorado,62326,187137,Limited,3.43,Moderate,1.45,High,Millennial Buyers,435500,3725,Urban,Good Schools
2010-12-19,Nebraska,145082,134870,Limited,4.38,Moderate,0.52,Low,Millennial Buyers,765261,3806,Urban,Good Schools
2013-05-15,Massachusetts,196969,183354,Limited,4.19,Strong,0.85,Low,Aging Population,738131,3599,Urban,Good Schools
2022-10-15,Texas,158380,128774,Abundant,5.67,Moderate,0.53,Low,Aging Population,652646,1892,Urban,Good Schools
2015-11-11,Alaska,112773,116019,Limited,4.81,Weak,1.37,Moderate,Millennial Buyers,547579,1077,Urban,Good Schools
2011-03-21,Arizona,109087,127559,Limited,5.03,Weak,0.89,Low,Aging Population,607761,3403,Urban,Good Schools
2023-07-20,Missouri,189611,177797,Abundant,4.08,Moderate,1.98,Moderate,Aging Population,447685,3283,Suburban,Transport
2012-01-25,Maine,58305,152588,Abundant,5.74,Moderate,1.03,Low,Millennial Buyers,489671,1880,Suburban,Transport
2014-10-04,Rhode Island,171756,130304,Limited,5.94,Moderate,1.64,High,Aging Population,607351,3783,Urban,Good Schools
2018-02-19,Nebraska,171845,183929,Abundant,3.12,Strong,0.54,Low,Aging Population,786768,1277,Suburban,Transport
2023-08-20,Delaware,195637,156719,Abundant,5.07,Weak,0.96,Moderate,Millennial Buyers,258510,3517,Suburban,Transport
2017-12-30,New York,79695,152336,Abundant,5.05,Strong,1.43,Moderate,Aging Population,1790119,3432,Urban,Good Schools
2010-11-08,South Carolina,121034,154491,Limited,3.29,Weak,1.36,Low,Millennial Buyers,499114,2190,Suburban,Transport
2011-07-03,North Dakota,115518,129829,Limited,5.24,Weak,0.64,High,Millennial Buyers,577283,1295,Urban,Good Schools
2021-02-04,Tennessee,179921,120870,Abundant,4.62,Strong,0.96,High,Aging Population,784604,2035,Suburban,Transport
2023-01-14,Ohio,83821,156028,Abundant,5.62,Moderate,1.92,Moderate,Aging Population,587338,1018,Urban,Good Schools
2015-06-13,New Hampshire,170411,167283,Abundant,3.03,Strong,1.03,Low,Aging Population,428202,2255,Urban,Good Schools
2010-11-03,Virginia,53732,169321,Limited,3.73,Strong,0.87,Low,Millennial Buyers,580838,2565,Suburban,Transport
2016-05-24,Louisiana,167885,176189,Abundant,4.39,Moderate,1.22,High,Millennial Buyers,293554,2869,Urban,Good Schools
2011-11-26,Texas,99201,196375,Limited,5.03,Weak,1.78,Low,Aging Population,520440,1255,Suburban,Transport
2016-06-14,Vermont,194752,182583,Abundant,5.5,Moderate,0.94,Moderate,Aging Population,284002,3309,Suburban,Transport
2015-04-12,New Mexico,131634,111866,Abundant,3.97,Moderate,1.14,High,Millennial Buyers,311984,2506,Urban,Good Schools
2011-11-16,New York,130549,180761,Limited,3.37,Moderate,1.81,Low,Aging Population,1488370,3940,Suburban,Transport
2012-01-20,Tennessee,105038,187481,Abundant,4.92,Moderate,1.92,High,Aging Population,289526,2977,Urban,Good Schools
2020-12-22,Ohio,153807,141847,Limited,5.57,Moderate,1.64,Low,Aging Population,355237,1777,Suburban,Transport
2013-06-20,New Hampshire,185695,185673,Abundant,3.41,Moderate,1.83,High,Millennial Buyers,712025,1198,Suburban,Transport
2018-12-30,Kansas,124011,165308,Abundant,4.54,Moderate,1.88,Low,Millennial Buyers,394249,3687,Urban,Good Schools
2019-08-31,Texas,153900,160192,Abundant,3.39,Moderate,0.91,High,Millennial Buyers,325998,1420,Urban,Good Schools
2022-02-10,Utah,51542,113910,Limited,4.34,Strong,0.91,Low,Aging Population,508494,3137,Suburban,Transport
2020-11-28,Kentucky,55619,118476,Limited,5.0,Strong,0.61,High,Millennial Buyers,555391,2780,Suburban,Transport
2018-06-11,Utah,146296,161589,Limited,4.99,Strong,0.5,Moderate,Aging Population,786603,2607,Suburban,Transport
2018-05-20,Wisconsin,63587,153012,Limited,4.36,Weak,1.47,High,Millennial Buyers,467925,3978,Urban,Good Schools
2018-04-14,Oklahoma,82735,103633,Abundant,4.55,Strong,0.88,Moderate,Millennial Buyers,522363,3283,Urban,Good Schools
2012-08-28,North Dakota,139120,107599,Limited,5.84,Moderate,1.79,Moderate,Aging Population,327102,2081,Suburban,Transport
2010-01-14,Maryland,187974,103650,Limited,5.98,Strong,1.9,High,Millennial Buyers,475315,2418,Suburban,Transport
2012-05-23,Wyoming,89696,109744,Abundant,5.34,Moderate,1.08,Low,Millennial Buyers,258060,3011,Suburban,Transport
2012-03-19,Oklahoma,80103,176651,Abundant,4.46,Moderate,1.57,Moderate,Aging Population,212888,1579,Urban,Good Schools
2018-10-04,Tennessee,100029,134834,Abundant,4.29,Moderate,1.87,High,Millennial Buyers,352378,1192,Suburban,Transport
2011-05-30,Montana,158005,175114,Limited,5.56,Weak,0.84,High,Aging Population,297578,3175,Urban,Good Schools
2022-03-31,Michigan,91760,144474,Limited,4.77,Weak,1.05,Moderate,Aging Population,487560,1235,Urban,Good Schools
2011-02-14,Nebraska,138816,175716,Limited,3.17,Strong,1.77,Low,Millennial Buyers,364403,1614,Urban,Good Schools
2019-05-02,Tennessee,74438,184648,Limited,5.02,Moderate,0.89,Low,Millennial Buyers,610550,1236,Suburban,Transport
2021-11-21,New Mexico,51071,170238,Abundant,3.43,Strong,1.13,High,Aging Population,770616,1058,Urban,Good Schools
2010-07-27,Iowa,84882,160377,Limited,3.76,Moderate,0.97,High,Millennial Buyers,674122,2434,Suburban,Transport
2020-02-09,Utah,103977,156845,Limited,3.16,Moderate,0.63,Moderate,Aging Population,578222,2491,Urban,Good Schools
2011-04-04,Kansas,189100,166943,Limited,5.34,Moderate,1.25,High,Millennial Buyers,455115,1506,Urban,Good Schools
2019-07-04,New Hampshire,88026,143028,Abundant,4.71,Strong,0.94,Low,Millennial Buyers,498896,1750,Suburban,Transport
2016-08-27,Wyoming,155225,100108,Limited,3.7,Strong,1.52,Low,Millennial Buyers,293449,3665,Urban,Good Schools
2020-01-06,Delaware,159568,130996,Abundant,4.78,Weak,1.14,High,Millennial Buyers,608370,2238,Urban,Good Schools
2010-04-21,Maine,162794,161032,Abundant,5.75,Weak,1.84,Low,Aging Population,332106,1498,Urban,Good Schools
2022-07-26,Nevada,186919,188466,Limited,5.75,Moderate,1.7,Low,Millennial Buyers,607836,2416,Suburban,Transport
2021-01-27,Arkansas,152217,162791,Abundant,3.55,Moderate,0.51,Low,Aging Population,650282,1916,Urban,Good Schools
2015-02-27,Mississippi,112251,128632,Limited,5.62,Moderate,0.7,Low,Aging Population,641582,3043,Urban,Good Schools
2014-09-10,Oregon,143059,121455,Abundant,5.99,Weak,1.74,High,Aging Population,201469,1958,Suburban,Transport
2020-11-02,New York,148046,164450,Abundant,5.77,Weak,1.1,Moderate,Millennial Buyers,1019556,3524,Suburban,Transport
2019-04-23,Washington,93408,104027,Abundant,3.94,Moderate,0.69,Low,Aging Population,499978,2524,Urban,Good Schools
2011-07-07,Alabama,112319,194124,Limited,3.84,Weak,1.67,Moderate,Aging Population,605782,3520,Urban,Good Schools
